contigName	contigLen	totalAvgDepth	scaffolds.fasta/DRR310871_R1.fastq.gz.bam	scaffolds.fasta/DRR310871_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310872_R1.fastq.gz.bam	scaffolds.fasta/DRR310872_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310873_R1.fastq.gz.bam	scaffolds.fasta/DRR310873_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310874_R1.fastq.gz.bam	scaffolds.fasta/DRR310874_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310875_R1.fastq.gz.bam	scaffolds.fasta/DRR310875_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310876_R1.fastq.gz.bam	scaffolds.fasta/DRR310876_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310877_R1.fastq.gz.bam	scaffolds.fasta/DRR310877_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310878_R1.fastq.gz.bam	scaffolds.fasta/DRR310878_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310879_R1.fastq.gz.bam	scaffolds.fasta/DRR310879_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310880_R1.fastq.gz.bam	scaffolds.fasta/DRR310880_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310881_R1.fastq.gz.bam	scaffolds.fasta/DRR310881_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310882_R1.fastq.gz.bam	scaffolds.fasta/DRR310882_R1.fastq.gz.bam-var
NODE_87_length_15943_cov_15.173590	15943	5.938	36.0103	226.4407	0.6573	2.2463	6.5513	23.6421	1.0474	6.2389	4.9561	21.5009	4.6035	14.8069	4.0331	16.7877	0.639	5.6548	2.73	10.7348	1.3037	9.9772	2.6295	63.8623	6.0945	31.8405
NODE_88_length_15910_cov_21.779754	15910	6.4242	43.2384	290.7513	0.7695	3.0458	8.4411	22.9381	0.7624	6.2455	5.2028	26.8167	4.4162	15.0472	3.0072	9.4344	0.3685	2.9085	1.8516	5.611	0.6789	4.3675	1.3203	17.1924	7.0339	41.3853
NODE_89_length_15609_cov_5.872187	15609	13.0847	12.5183	24.4077	2.2388	129.5807	36.1432	119.158	1.0164	23.1765	5.2915	32.2343	32.1312	145.6328	18.0141	41.4576	18.4235	55.2685	25.8868	81.8107	4.2245	25.2815	0.442	2.6693	0.6861	5.6154
NODE_90_length_15596_cov_16.515733	15596	6.3514	39.2815	269.6158	0.5225	1.9332	6.151	22.757	0.909	5.2437	6.4922	77.246	4.7467	11.5033	3.6201	14.1509	0.5566	5.9051	3.18	14.3144	1.3844	12.7044	2.4463	41.3444	6.9265	26.3345
NODE_91_length_15538_cov_18.614416	15538	6.9542	43.0944	296.8936	0.8026	2.8078	7.7295	22.5302	1.097	5.9098	6.3668	40.0515	5.3851	16.9191	4.1827	17.3023	0.7291	7.4776	2.9669	14.7939	1.3471	10.723	2.5905	45.647	7.1582	33.3315
NODE_92_length_15533_cov_20.824202	15533	7.0313	46.7462	288.1836	0.5816	2.3747	6.6449	32.7385	0.7198	2.4416	7.5403	29.6154	4.8894	13.6871	3.4617	12.4899	0.4355	3.5023	2.708	9.401	0.9814	8.1609	1.9072	28.9518	7.7596	43.3255
NODE_93_length_15502_cov_7.674565	15502	5.9901	14.0612	22.0148	3.3433	16.9775	6.197	35.0802	0.2976	1.2224	4.3557	24.6236	7.1935	48.6922	6.7844	46.1947	7.1485	49.108	11.5104	125.6113	8.9152	66.0933	0.1818	0.4991	1.8925	6.5363
NODE_94_length_15496_cov_16.604430	15496	5.232	34.3002	158.5409	0.4428	2.1603	6.6361	17.0774	0.8538	4.3685	4.4898	22.5644	3.8524	16.0908	2.5585	11.9784	0.4599	4.5174	2.2291	11.7637	0.9517	9.4395	2.0876	65.9019	3.9215	20.0577
NODE_95_length_15407_cov_9.914995	15407	4.1242	27.9511	260.8459	0.5558	2.6308	1.9285	20.6757	1.3569	18.8474	1.361	14.774	1.7265	54.5974	2.5009	215.2006	0.5277	6.6707	1.8332	79.2322	2.427	307.4403	4.4873	928.6564	2.8341	101.9105
NODE_96_length_15347_cov_17.630984	15347	5.985	40.6014	232.9644	0.6772	2.4373	5.5918	18.3877	0.892	3.9272	4.3711	25.9559	4.1716	17.6539	3.179	15.1338	0.4196	3.4736	3.3996	14.8584	1.1832	8.9306	2.3769	43.4325	4.9566	27.0377
NODE_97_length_15193_cov_14.596314	15193	5.033	33.3931	197.6489	0.5607	2.2336	6.2471	22.0246	0.9112	5.331	3.5905	17.5003	3.2337	13.2171	2.288	14.3005	0.4224	3.1637	1.9735	9.7301	1.0885	10.1991	2.5936	54.472	4.0945	23.3059
NODE_98_length_15135_cov_7.499602	15135	12.5259	17.9245	46.1115	5.2478	13.7801	12.6312	59.7917	6.7219	29.1298	22.4913	154.2729	19.0675	56.4881	19.6651	74.6146	2.8521	7.9487	18.0962	51.5878	10.8213	29.8718	4.6401	14.6843	10.1522	23.9253
NODE_99_length_14987_cov_7.514867	14987	10.7496	16.6689	58.0282	4.371	16.8221	12.245	79.4492	5.0381	14.9363	19.933	196.811	17.1218	103.8317	15.6286	96.4486	2.4047	8.783	15.9293	52.8142	7.5833	30.4381	3.8617	12.8605	8.2104	41.6855
NODE_100_length_14891_cov_7.607711	14891	12.9763	17.5457	40.6395	4.7004	13.2271	13.4907	58.0646	6.2623	15.9326	22.5559	131.5924	20.5279	52.8685	20.6291	73.1101	3.2416	16.0458	19.822	48.4249	11.5327	28.1386	4.6783	10.708	10.7295	36.0725
NODE_101_length_14835_cov_13.027537	14835	4.6828	30.5616	222.7731	0.4372	1.7859	4.1463	38.3314	0.8863	6.5263	5.2313	22.5066	2.4515	10.0175	1.7412	13.8603	0.518	5.7381	2.5669	18.0788	1.1687	13.2258	2.5491	81.6542	3.9359	27.3036
NODE_102_length_14798_cov_6.777250	14798	11.505	15.0125	32.2574	4.1105	12.5411	13.9733	54.8425	5.2819	17.3155	22.2904	113.7911	16.6946	59.3036	16.0081	57.1635	2.8183	7.3937	19.6542	71.658	9.5752	28.1178	4.0257	12.3497	8.6148	24.9802
NODE_103_length_14750_cov_17.968629	14750	5.7478	37.309	220.7947	0.6129	2.3577	6.1751	31.9403	0.9417	5.9306	4.7247	25.8747	3.667	14.625	2.7927	12.0217	0.6488	54.3538	2.8442	10.6994	1.0758	7.5557	2.3073	43.5983	5.8742	27.3802
NODE_104_length_14679_cov_6.828091	14679	10.0924	14.8198	42.2777	3.2448	9.6485	8.5587	57.9922	4.4667	12.3219	21.184	109.3217	14.7421	65.5017	13.5856	79.1642	2.4478	7.3248	14.1758	49.3142	10.07	23.8352	4.7722	13.483	9.0407	30.0116
NODE_105_length_14625_cov_7.406314	14625	5.3366	13.8744	23.431	3.239	19.1389	5.7597	23.5477	0.5159	8.5641	3.9762	26.5449	6.2577	47.5586	5.3346	37.6424	5.3827	36.9229	10.1659	76.4904	6.8746	42.4495	0.302	2.9823	2.3563	9.277
NODE_106_length_14463_cov_7.862021	14463	11.7258	18.0877	48.5379	5.2136	14.7928	11.5897	79.5332	6.1616	15.9983	22.913	169.1917	17.7464	91.1425	17.459	85.2542	2.3313	45.4742	16.4882	47.1391	9.7819	25.2392	3.6887	10.7421	9.2489	38.5703
NODE_107_length_14462_cov_17.331020	14462	5.9455	39.8885	177.1669	0.4514	1.5627	6.7364	28.3329	0.9177	4.5511	7.5296	18.0413	2.9942	11.9078	2.6506	11.1437	0.3567	2.167	2.5648	8.8004	0.9769	6.7601	2.1508	38.851	4.1277	30.5888
NODE_108_length_14369_cov_6.264566	14369	9.3029	14.5431	42.0356	3.8336	15.9231	4.4429	16.3762	5.2535	15.5371	20.106	89.8511	12.1528	51.9782	12.1727	70.852	1.7376	4.181	16.1025	46.3991	8.9515	16.2781	4.8425	10.4469	7.4958	20.349
NODE_109_length_14337_cov_19.419829	14337	6.3389	41.5028	262.0637	0.5502	1.9661	6.5432	18.826	0.8604	4.5102	5.2872	27.9376	5.2517	16.1916	4.1854	18.2138	0.4655	4.7411	2.8308	9.2474	1.0377	8.2572	1.8196	21.369	5.7321	24.1746
NODE_110_length_14321_cov_7.802397	14321	4.0275	14.5596	21.2191	1.039	4.9234	3.4174	58.375	0.4946	3.3558	2.0236	18.4664	2.557	21.0197	2.3733	13.502	3.4015	54.9546	4.5326	44.7101	8.7846	423.3635	1.9949	44.2875	3.1516	98.1969
NODE_111_length_14252_cov_19.669649	14252	5.6127	39.3052	216.1224	0.3779	1.5959	7.8636	22.9355	0.7069	4.7372	2.5038	20.5269	3.2739	13.0717	2.887	14.5417	0.3323	4.0255	2.2104	11.4703	1.0096	11.9599	2.0826	62.3095	4.7988	28.5092
NODE_112_length_14222_cov_20.759935	14222	5.7817	41.3896	204.2639	0.5578	2.2926	5.2327	25.8493	0.9264	5.7456	4.3965	39.5246	3.5236	11.0986	2.376	9.5116	0.5214	7.68	2.7307	10.0713	0.9498	6.5132	2.1295	68.1436	4.6462	30.4488
NODE_113_length_14161_cov_6.930668	14161	12.3364	16.8872	42.5226	3.8797	11.8879	15.2702	72.2313	6.8361	16.8013	19.4885	93.0525	18.0791	50.7945	18.4499	55.8292	2.1038	6.6348	21.237	56.4362	10.4629	27.2776	5.2822	13.9055	10.0604	26.8436
NODE_114_length_14150_cov_6.923093	14150	10.4816	15.9045	43.5885	3.3418	10.4971	8.5757	58.437	5.2979	14.9266	19.0789	144.8096	14.7776	82.9283	15.8374	78.3815	2.2952	8.5037	16.7949	56.2193	10.3236	30.5865	4.1249	11.5044	9.4274	42.2437
NODE_115_length_14107_cov_4.806789	14107	11.5242	11.2436	16.2614	1.3082	29.6972	34.8527	220.6902	0.6256	10.2053	5.6016	32.7484	25.6374	133.8133	16.015	50.2969	17.3833	77.9688	21.0957	99.377	3.6602	21.5087	0.3403	4.137	0.5266	10.1116
NODE_116_length_14084_cov_17.096514	14084	5.8671	37.3621	254.6152	0.5766	2.8599	6.8313	26.0368	0.8181	3.751	5.1132	20.5167	4.3831	16.2069	3.3404	12.2108	0.3671	3.8603	2.9488	12.3867	0.9773	6.9805	1.8271	33.5377	5.8603	28.7013
NODE_117_length_14026_cov_20.257963	14026	7.1868	45.0017	238.1575	0.5917	2.6138	8.2208	23.5504	0.868	4.1621	6.2567	22.2567	5.4083	14.5635	4.1584	12.9456	0.4116	1.5558	4.4816	13.009	1.0429	7.4034	2.1536	34.5333	7.6457	40.585
NODE_118_length_13873_cov_7.396946	13873	8.0146	14.4708	24.8604	4.6378	10.8929	6.8471	25.1374	0.4181	4.1567	6.9061	32.3013	9.9323	37.9064	9.4882	31.0216	12.9308	48.4527	17.5928	44.2147	11.0506	46.7483	0.2204	1.8152	1.6801	5.0905
NODE_119_length_13823_cov_19.605317	13823	5.9344	40.6954	228.481	0.4774	2.2143	8.8591	31.1271	0.9525	7.2515	4.3353	29.7759	2.8493	11.8074	2.7562	13.761	0.4834	4.5353	2.357	9.8792	0.9666	8.0306	1.8751	32.9765	4.6051	30.7501
NODE_120_length_13755_cov_16.145401	13755	6.0992	38.2388	195.6822	0.5081	1.4198	6.3487	17.1086	0.9166	4.546	5.1282	108.4152	4.8763	20.2169	3.7667	19.117	0.951	69.819	3.2065	15.7196	1.2069	12.6071	1.9621	36.3561	6.0807	37.3626
NODE_121_length_13739_cov_6.528720	13739	2.2512	14.5027	43.7612	5.925	312.7177	0.4117	1.8556	0.2234	0.5805	0.2809	1.8043	0.3869	1.4779	0.6435	3.7739	0.0779	0.2832	1.0739	16.1822	0.8994	9.6111	0.8357	6.1548	1.7538	27.2009
NODE_122_length_13719_cov_8.044131	13719	8.396	14.7102	25.1432	4.5531	13.8532	7.5906	27.9846	0.5108	22.9875	8.315	32.0357	10.9285	55.5676	11.4054	57.0515	8.8396	57.449	17.1152	70.3238	14.3026	61.743	0.211	1.6237	2.2703	11.2654
NODE_123_length_13567_cov_12.724023	13567	4.1255	32.6127	179.3719	0.3854	2.2423	8.5012	28.0598	0.6583	2.5089	0.4754	5.9717	1.0622	3.9973	0.8951	3.8071	0.3017	3.455	1.4753	6.2332	0.6336	4.5531	1.7481	29.9614	0.7572	4.6269
NODE_124_length_13555_cov_6.958074	13555	6.1403	12.8772	23.2801	3.9003	10.6954	4.6347	17.9782	0.3261	1.1709	5.5863	30.2833	7.7654	37.9352	8.2811	36.0401	6.7424	33.4095	12.7478	68.94	9.16	52.2463	0.3399	3.0886	1.3223	3.2948
NODE_125_length_13394_cov_6.240948	13394	6.3851	11.9995	19.9161	4.757	42.7409	6.3618	24.5907	0.3735	4.0265	5.199	25.6443	8.2599	62.3088	7.6926	37.9802	6.9509	35.4729	13.0704	75.3093	9.9185	54.4112	0.2616	1.4255	1.7762	4.9889
NODE_126_length_13364_cov_17.725148	13364	6.1572	39.565	163.4581	0.6119	3.4063	8.3993	25.2056	0.8479	4.5557	3.023	13.4394	4.5412	12.4855	4.2995	20.4696	0.4019	4.681	2.5087	10.9673	1.0935	10.2956	2.5145	51.646	6.0797	42.7843
NODE_127_length_13303_cov_7.140851	13303	1.8837	14.6394	38.0936	0.5263	3.4533	1.0967	16.1829	0.4369	1.9907	1.6856	96.4465	0.5341	2.374	0.7782	4.446	0.1644	1.103	0.7698	3.5942	0.6829	3.1154	0.7225	10.3381	0.5678	3.8528
NODE_128_length_13251_cov_16.772734	13251	6.8141	40.9415	290.756	0.934	6.1824	6.2918	21.5513	1.2685	8.5416	6.3603	22.7378	6.0743	16.2466	3.9831	15.4061	0.7042	8.1672	3.1346	11.4479	1.4574	9.5586	3.3716	67.0889	7.2476	35.337
NODE_129_length_13219_cov_7.124962	13219	1.8992	12.555	19.966	0.3428	0.9823	1.0041	10.8959	0.3237	1.8858	0.7863	7.0023	1.2387	7.1088	1.4758	20.1672	1.2208	11.3012	1.6802	11.5188	1.456	16.3555	0.2116	0.7769	0.4948	2.5882
NODE_130_length_13089_cov_6.900721	13089	3.2127	12.1893	17.3362	1.9422	18.5097	2.5708	20.4429	0.4369	8.2348	1.7715	13.5116	2.9043	20.5324	2.5949	19.6374	3.314	28.2556	5.303	60.8552	4.4789	55.7248	0.2063	1.93	0.8405	2.7201
NODE_131_length_13039_cov_18.003158	13039	5.9303	40.1802	173.9091	0.6691	2.6795	4.29	13.7388	0.8953	4.8414	5.1153	32.9887	4.4862	11.6704	3.2299	9.6238	0.5718	8.8228	2.6809	9.9103	0.9635	7.4647	1.9718	25.6747	6.1099	24.9562
NODE_132_length_13009_cov_8.910761	13009	3.0319	22.0985	111.0174	0.3601	1.3343	6.2363	12.3329	0.58	2.9444	0.4147	10.8564	0.7218	3.0223	2.0652	7.0974	0.2739	3.2515	1.0815	5.5608	0.5775	3.8618	1.2705	20.5962	0.7031	4.5328
NODE_133_length_13001_cov_21.304264	13001	6.995	45.3457	261.9922	0.6411	1.9829	8.9456	25.1107	0.7623	4.8304	4.182	26.4429	5.3961	13.9007	4.3626	12.148	0.2956	1.7944	3.4295	16.3747	0.9041	7.2507	1.966	39.9139	7.7097	36.0678
NODE_134_length_12975_cov_5.948607	12975	4.6538	11.4155	16.3711	3.4786	21.0749	3.3754	20.167	0.3517	1.3369	3.2766	22.983	5.1356	37.1618	5.9165	55.7495	6.2117	52.5534	7.9	85.9406	7.101	80.3859	0.2899	2.2683	1.3926	4.3161
NODE_135_length_12884_cov_19.441500	12884	6.016	41.9516	219.2836	0.4124	1.3126	7.5302	20.0514	0.6259	3.2625	5.2211	27.16	3.7504	13.1235	3.5101	14.0888	0.4052	2.4667	1.6308	6.2015	0.9304	9.7569	1.6168	18.846	4.6069	21.3313
NODE_136_length_12811_cov_11.706569	12811	2.3066	22.6553	65.5974	0.1437	0.3481	0.1242	0.4717	0.2444	0.7697	0.1069	0.6366	0.2028	0.5946	0.5113	0.9107	0.242	6.2291	1.9049	15.6693	0.2998	0.9324	0.8948	4.8964	0.3493	1.4712
NODE_137_length_12769_cov_18.800692	12769	5.886	39.4152	204.4866	0.5111	1.5842	4.958	23.9188	0.8082	4.1411	5.1437	15.3437	4.4934	14.5906	3.3419	10.6481	0.3574	3.2235	2.4838	9.1347	0.9468	6.7736	1.6744	22.9761	6.4979	33.8764
NODE_138_length_12740_cov_6.770989	12740	7.2943	12.3912	22.1862	3.889	22.8738	7.4446	32.8862	0.4739	6.5711	5.7279	28.2936	8.7562	61.4876	8.2615	42.1837	9.2153	81.7063	16.1459	91.4852	12.7507	104.429	0.2944	2.4981	2.1811	9.5797
NODE_139_length_12692_cov_7.382053	12692	4.7181	13.7345	32.4323	3.068	13.7864	3.7823	19.8267	0.3829	5.429	3.3743	21.7343	4.8921	43.8427	5.5479	40.2501	5.121	60.4832	8.1079	81.1778	7.3129	61.3503	0.226	1.7802	1.0671	2.7978
NODE_140_length_12685_cov_14.785352	12685	5.2684	34.0688	199.3664	0.5781	2.3765	4.4519	23.024	0.9331	5.1977	4.4546	30.109	3.8504	14.6948	3.3443	17.7584	0.5651	4.9847	2.607	13.5462	1.0959	10.8612	2.4945	59.0971	4.7767	27.7678
NODE_141_length_12581_cov_20.978764	12581	6.2645	41.8473	213.8685	0.5698	1.8373	9.2364	18.0827	0.7429	3.1888	3.5796	11.8617	3.8731	13.6233	3.632	14.2291	0.5036	6.9441	1.8804	8.0764	0.7727	4.8522	1.8304	31.295	6.7057	30.7676
NODE_142_length_12490_cov_6.768878	12490	5.097	13.0442	30.5894	2.8977	9.81	3.7614	18.8057	0.4703	4.9463	4.6997	25.5334	5.8263	38.152	5.9342	39.9078	5.222	37.4069	11.8813	77.9314	6.2883	42.3754	0.1071	0.2663	1.0321	4.2726
NODE_143_length_12475_cov_16.315862	12475	5.8171	37.4394	242.42	0.7065	2.5094	7.0252	30.6656	1.007	4.962	5.088	28.9016	3.6858	11.7694	2.8603	15.3055	0.4605	5.2657	2.5866	9.7818	1.0985	7.0648	2.5589	40.0554	5.2887	34.7117
NODE_144_length_12437_cov_16.729850	12437	4.8983	37.1816	180.5359	0.5024	2.6109	9.4406	37.3066	0.9233	4.4963	2.8063	20.4914	0.8397	3.4436	1.189	7.3916	0.4789	6.462	1.2158	6.5346	0.832	8.572	2.0535	28.0244	1.316	9.6967
NODE_145_length_12425_cov_17.475424	12425	4.8332	34.8002	147.6012	0.3788	1.1935	10.0713	29.2987	0.6446	3.3283	1.36	7.7854	1.6824	6.9708	1.6661	11.2819	0.3189	2.8871	1.779	12.9683	0.8467	7.2075	1.8012	39.6198	2.6489	17.814
NODE_146_length_12344_cov_20.226951	12344	6.1441	41.1565	202.6711	0.5873	1.9329	8.5625	24.9026	0.6447	2.6146	4.2319	20.236	3.7181	12.4187	3.5394	12.5048	0.2289	1.9349	2.7274	7.9962	0.7213	4.9533	1.6731	29.6843	5.9386	34.6885
NODE_147_length_12339_cov_13.041599	12339	4.7079	32.8389	274.7046	0.503	2.0769	8.3136	58.7542	1.1072	8.2264	1.8704	20.9084	1.7583	9.7155	1.9194	13.0467	0.458	5.2358	1.6849	9.782	1.2028	8.8173	2.2472	36.5122	2.5917	33.2986
NODE_148_length_12189_cov_9.365337	12189	3.3712	24.526	68.1299	0.5269	2.4495	5.1278	15.738	0.9458	4.2374	0.4487	4.3795	1.1814	4.9729	1.3561	8.4931	0.2668	2.0596	1.4861	7.3653	1.1709	8.8102	2.26	52.5571	1.1576	6.5955
NODE_149_length_12101_cov_17.031629	12101	5.6401	36.6759	181.7931	0.7714	3.1392	6.2701	15.2482	0.8848	4.1886	3.8584	18.0153	4.6674	19.8926	3.1823	26.0348	0.4932	4.0337	2.8849	11.2707	0.9987	7.5951	2.0128	45.1731	4.9818	25.677
NODE_150_length_12074_cov_20.214411	12074	6.7569	44.1065	249.3961	0.4635	2.0029	7.7849	25.7404	0.8904	6.1536	3.9052	15.3898	5.1225	15.0583	3.7723	12.7291	0.7909	12.58	3.1063	13.6834	1.2334	16.7207	1.9919	37.6581	7.915	34.2883
NODE_151_length_12073_cov_8.578050	12073	14.352	18.7963	42.8187	5.4705	13.2458	15.0505	45.5328	6.5035	15.1327	27.2899	77.6249	21.4473	44.2622	22.276	59.9405	4.0579	49.1342	22.8527	41.1486	10.9415	19.3585	4.5442	8.7698	12.9933	29.1135
NODE_152_length_12066_cov_23.756640	12066	3.853	41.6365	86.9216	0.2991	1.0503	0.3249	4.9084	0.391	1.372	0.1427	0.915	0.4264	1.8894	0.5491	3.7494	0.2374	2.3654	0.8214	45.4672	0.4369	2.5331	0.5577	8.2103	0.4131	2.1374
NODE_153_length_12063_cov_6.925716	12063	5.9224	13.6141	52.6332	3.904	72.7416	4.6278	67.8149	1.3995	214.3261	5.7352	340.0704	6.8116	142.1652	5.8856	130.7051	6.6204	388.9061	11.8954	193.3378	8.8505	72.5991	0.272	2.5002	1.4527	23.2819
NODE_154_length_11918_cov_17.092135	11918	6.0555	39.2214	149.7604	0.6427	2.6014	6.2098	23.6435	0.8966	4.7787	5.2655	16.6796	4.5921	17.1719	4.2192	18.4779	0.5324	5.2256	2.4667	10.675	1.2354	10.1244	2.3849	32.0869	4.9991	32.0929
NODE_155_length_11857_cov_4.789104	11857	13.9843	11.5479	20.0038	1.9468	40.2754	35.4642	178.9446	0.5559	6.0292	8.9028	48.1218	37.3261	289.0456	16.0067	58.6183	21.4104	99.7877	27.0741	144.7893	6.6558	16.813	0.1557	0.5436	0.7648	2.2577
NODE_156_length_11754_cov_6.907855	11754	8.635	13.46	24.7145	6.3756	94.3817	8.5639	35.2717	0.6362	7.287	6.2274	21.9378	11.7747	95.4204	10.9371	41.0113	11.0515	65.2424	17.6053	138.2894	14.9879	65.3423	0.2198	1.6592	1.7808	11.5438
NODE_157_length_11714_cov_18.000343	11714	5.5764	36.6256	202.8768	0.6661	2.7503	7.3294	13.5671	0.9653	4.8959	5.0798	29.155	2.8967	10.3246	2.901	13.3916	1.213	156.9332	1.8935	10.9347	1.168	9.7088	2.4247	34.473	3.7532	22.4692
NODE_158_length_11651_cov_6.401949	11651	6.9243	13.3022	29.0274	3.1397	12.4155	8.2865	34.1596	0.5199	10.4613	5.1682	26.2839	8.5986	32.5408	10.7545	66.4322	8.0846	40.3564	13.0493	63.6651	10.1077	64.7565	0.4833	17.1697	1.5975	6.6087
NODE_159_length_11631_cov_6.381047	11631	4.5248	12.049	17.4462	2.22	11.712	5.0798	27.7229	0.4419	5.0825	2.082	14.4287	5.3738	31.485	5.064	33.6082	4.2219	51.8276	9.0308	74.7879	7.3448	44.566	0.1434	0.8343	1.2459	4.1701
NODE_160_length_11569_cov_15.423398	11569	5.439	33.8517	275.3671	0.61	2.8505	5.9347	21.465	0.9376	5.1842	6.0015	39.0267	4.2025	13.1319	3.3384	13.7408	0.3561	5.1792	2.4913	8.6717	1.092	8.3872	2.01	28.6949	4.4422	25.0403
NODE_161_length_11542_cov_17.101071	11542	6.7068	39.6395	250.6795	0.6544	2.1222	7.2391	172.4339	1.1835	6.0066	6.8714	32.6025	5.2993	16.2407	5.1045	19.9803	0.3752	3.241	2.9673	10.9778	1.2923	10.6121	2.4582	41.1186	7.3963	39.2876
NODE_162_length_11518_cov_16.585711	11518	5.347	37.4075	187.2788	0.4692	1.9751	6.5272	18.2171	0.8668	3.781	4.3649	19.0607	2.8757	11.9355	2.7364	15.6821	0.5246	7.5257	1.9274	8.0543	0.9464	6.0553	2.1058	31.7084	3.4116	22.8285
NODE_163_length_11495_cov_6.463199	11495	12.2644	16.2847	43.0189	4.9841	13.3086	12.2926	69.0397	6.2054	16.8607	22.9622	117.7596	18.1542	69.7519	18.3486	88.8631	2.8408	9.9644	19.3464	67.0915	9.9058	21.3479	4.9826	12.305	10.8656	54.207
NODE_164_length_11429_cov_9.929400	11429	2.9905	24.2405	113.1655	0.4889	2.1557	0.3502	2.0442	0.8164	3.9144	0.8721	8.4599	1.3665	6.9619	1.2693	5.7722	0.5414	7.0046	1.1634	5.2603	1.0228	6.1826	1.5939	15.5675	2.1602	11.646
NODE_165_length_11406_cov_12.445511	11406	3.5206	26.7023	120.4303	0.3874	2.0618	3.5927	19.6854	0.7044	3.4518	2.0325	13.3964	1.15	3.4103	1.1839	6.4081	0.3539	5.5653	1.9973	7.1787	0.8886	8.7469	1.6622	26.3795	1.5922	7.6878
NODE_166_length_11366_cov_5.510477	11366	14.4842	12.3122	21.9191	2.6076	174.4239	38.4248	151.0567	0.5673	9.13	7.4113	40.5102	37.0244	255.8774	18.0261	37.6916	22.6246	79.287	27.7361	69.1917	6.4962	25.3202	0.2875	1.4826	0.2916	0.7769
NODE_167_length_11277_cov_7.647300	11277	9.5243	14.6159	33.522	6.8255	26.6972	7.1449	26.4626	0.4808	5.3847	7.7383	18.8927	11.7854	35.8153	14.3601	92.3818	14.5103	74.1519	18.4181	65.0272	15.6118	57.2936	0.2074	0.8586	2.5932	9.3021
NODE_168_length_11259_cov_18.081400	11259	6.259	38.2967	156.1927	0.6965	3.0503	8.6151	18.2987	0.8203	4.1067	4.4407	29.48	4.0727	11.3183	4.0999	16.8894	0.7894	22.6594	2.5262	13.1987	1.1696	16.8852	2.473	70.6569	7.1073	43.6766
NODE_169_length_11212_cov_12.315138	11212	4.931	33.005	206.4586	0.5633	2.1097	6.0095	27.5606	0.9864	4.3891	0.5944	7.8596	3.6071	9.5999	3.3557	11.4112	0.4512	4.7753	1.4722	7.3515	1.1729	6.2857	2.2455	24.7503	5.709	20.2638
NODE_170_length_11203_cov_6.396663	11203	1.4956	12.3787	26.5869	0.2343	0.7598	0.1478	1.5073	0.3006	1.076	0.3065	1.2325	0.2445	0.7801	0.2823	1.435	0.0559	0.2875	0.2683	0.8834	0.4476	1.0857	0.2622	1.4416	3.0186	16.5451
NODE_171_length_11180_cov_5.478831	11180	0.9938	10.7486	12.9756	0.1295	0.6578	0.0999	0.6077	0.1532	0.3541	0.0352	0.0969	0.1658	0.598	0.1356	0.433	0.091	0.6997	0.1084	0.37	0.0569	0.1955	0.1329	0.5458	0.0684	0.1641
NODE_172_length_11146_cov_18.109729	11146	5.3388	36.4929	138.1174	0.4115	1.2674	7.7776	21.5472	0.5977	2.7926	3.8633	97.6123	3.5492	17.3607	2.9388	12.2625	0.2535	2.451	2.0386	7.0925	0.7128	4.7561	1.3516	15.4014	4.0786	24.0438
NODE_173_length_11133_cov_14.564181	11133	5.6744	34.9745	186.7801	0.3855	1.4119	6.7577	24.9059	0.7891	5.3438	5.223	48.2033	4.47	18.0991	3.8032	19.1009	0.5459	11.4477	2.9911	17.999	1.0667	17.0302	1.963	65.5907	5.1232	27.7656
NODE_174_length_11130_cov_6.970474	11130	7.1059	13.2482	24.1713	4.5733	17.2336	7.9132	30.3924	0.6678	9.7814	5.7106	34.372	8.4944	45.9882	8.0587	43.7428	9.8188	94.0867	13.9275	80.1321	10.2776	37.4014	0.2708	3.5076	2.3106	8.3351
NODE_175_length_11083_cov_7.448676	11083	5.4135	13.8186	23.845	2.198	15.2212	3.411	14.9829	0.8573	22.2778	3.2245	19.9328	7.1541	81.6628	5.9835	41.4426	6.3008	99.6159	10.7204	132.0375	8.9779	69.5118	0.3537	3.5449	1.9619	8.7862
NODE_176_length_11074_cov_5.941555	11074	12.8969	12.7571	32.0218	1.8226	44.2556	36.1641	169.8745	0.5786	2.3101	4.8837	31.9983	34.2146	146.4558	17.4419	34.3789	15.1713	45.5143	26.5644	82.3378	4.1322	18.9383	0.3989	6.6113	0.6333	4.7764
NODE_177_length_11024_cov_17.516000	11024	5.3801	39.2604	139.8399	0.4295	1.4876	7.3797	25.5739	0.9768	7.0838	6.5172	33.1052	1.8363	12.9556	1.6302	10.1188	0.3911	2.4718	1.2453	5.9298	0.9614	6.5845	2.0982	41.6574	1.8353	10.9997
