,contigName,contigLen,totalAvgDepth,scaffolds.fasta/DRR310871_R1.fastq.gz.bam,scaffolds.fasta/DRR310872_R1.fastq.gz.bam,scaffolds.fasta/DRR310873_R1.fastq.gz.bam,scaffolds.fasta/DRR310874_R1.fastq.gz.bam,scaffolds.fasta/DRR310875_R1.fastq.gz.bam,scaffolds.fasta/DRR310876_R1.fastq.gz.bam,scaffolds.fasta/DRR310877_R1.fastq.gz.bam,scaffolds.fasta/DRR310878_R1.fastq.gz.bam,scaffolds.fasta/DRR310879_R1.fastq.gz.bam,scaffolds.fasta/DRR310880_R1.fastq.gz.bam,scaffolds.fasta/DRR310881_R1.fastq.gz.bam,scaffolds.fasta/DRR310882_R1.fastq.gz.bam
3351,NODE_3352_length_1708_cov_5.868724,1708,1.7188,0.4198,0.3601,0.4153,0.4904,0.1515,0.5347,0.8703,0.2067,0.9268,2.1207,1.1085,13.0205
3376,NODE_3377_length_1700_cov_4.328267,1700,1.2289,0.5039,0.0529,0.4232,0.3381,0.1716,0.2697,0.5774,0.2245,0.6916,2.789,0.8019,7.9026
3401,NODE_3402_length_1692_cov_5.331704,1692,1.3381,0.1025,0.238,0.07,0.192,0.1258,0.6349,0.3735,0.0259,0.6933,1.5817,1.1997,10.8197
3414,NODE_3415_length_1687_cov_4.824142,1687,1.3241,0.4379,0.2837,0.9044,0.3286,0.0599,0.756,0.4268,0.1002,0.4717,0.9811,1.5478,9.5908
3418,NODE_3419_length_1686_cov_4.924586,1686,1.4459,0.1849,0.5026,0.2676,0.2389,0.0521,0.2995,0.4401,0.0742,0.8112,3.651,0.8568,9.9714
3443,NODE_3444_length_1680_cov_4.689846,1680,1.4696,0.2922,0.219,0.0824,0.5412,0.0261,0.6078,0.7248,0.1033,0.5608,3.0771,0.8693,10.5307
3446,NODE_3447_length_1679_cov_4.408867,1679,0.9267,0.412,0.0,0.172,0.1308,0.327,0.1007,0.1491,0.6272,0.0746,0.0883,0.0235,9.015
3448,NODE_3449_length_1678_cov_5.655576,1678,1.5616,0.3959,0.4594,0.2592,0.4188,0.7736,0.8135,0.2526,1.0223,0.8599,2.4679,0.5517,10.4647
3449,NODE_3450_length_1677_cov_5.998767,1677,1.4972,0.2377,0.3471,0.4879,0.2999,0.3412,0.4034,0.275,0.0249,0.5488,2.3065,0.979,11.7145
3454,NODE_3455_length_1676_cov_5.071561,1676,1.6311,0.3578,0.5164,0.998,0.4784,0.7326,0.9817,0.3512,0.2982,0.9299,3.0872,0.5459,10.2962
3461,NODE_3462_length_1675_cov_3.781481,1675,1.1103,0.219,0.1679,0.2223,0.4754,0.0,0.1548,0.4289,0.1869,0.659,2.4321,1.0052,7.3725
3503,NODE_3504_length_1664_cov_5.940957,1664,1.718,0.5641,0.177,0.4828,0.3956,0.3369,0.5238,0.5918,0.0753,0.8732,2.683,1.0033,12.9089
3504,NODE_3505_length_1664_cov_4.476072,1664,1.2793,0.6328,0.2219,0.2285,0.4412,0.1757,0.4439,0.6493,0.2761,0.6347,1.4643,1.3322,8.8507
3520,NODE_3521_length_1660_cov_7.181308,1660,1.3818,0.0755,0.1258,0.1775,0.3629,0.0642,0.3046,0.4245,0.1033,0.204,4.396,0.3053,10.0384
3527,NODE_3528_length_1658_cov_5.489083,1658,1.4072,0.6923,0.1525,0.1094,0.6631,0.3077,0.4111,0.6472,0.252,0.8694,1.8926,0.7102,10.1784
3532,NODE_3533_length_1656_cov_4.171143,1656,1.3319,0.3373,0.2311,0.081,0.3147,0.2537,0.49,0.5199,0.1189,0.7384,3.6434,1.16,8.095
3535,NODE_3536_length_1655_cov_3.865625,1655,1.5053,0.6571,0.3402,0.3362,0.4545,0.2252,0.7169,0.6312,0.1475,0.7169,2.2113,1.6179,10.008
3546,NODE_3547_length_1652_cov_3.732624,1652,0.8938,0.0759,0.1138,0.0759,0.2823,0.1545,0.2097,0.1558,0.0759,0.4714,1.6605,0.6911,6.7583
3552,NODE_3553_length_1650_cov_4.163636,1650,1.1142,0.1773,0.2307,0.0507,0.5247,0.0,0.392,0.3633,0.1547,0.6347,1.674,0.3707,8.7973
3562,NODE_3563_length_1648_cov_5.966102,1648,1.6221,0.3725,0.2837,0.5688,0.5834,0.283,0.4873,0.3485,0.4059,0.4706,3.4379,0.8238,11.3999
3573,NODE_3574_length_1645_cov_4.157233,1645,1.1833,0.6475,0.408,0.0,0.4696,0.4468,0.2582,0.3184,0.0455,0.7739,1.5057,0.6502,8.6763
3576,NODE_3577_length_1644_cov_4.920076,1644,1.7154,0.5823,0.1285,0.8648,0.2383,0.1285,0.832,0.9183,0.4578,0.8728,3.6278,1.7403,10.1934
3577,NODE_3578_length_1644_cov_4.107615,1644,1.1753,0.8179,0.1553,0.2316,0.494,0.1473,0.5971,0.166,0.0,0.4016,2.5007,1.1278,7.4639
3603,NODE_3604_length_1637_cov_4.922882,1637,1.9042,0.6449,0.2071,1.7001,0.6483,0.0794,0.382,0.581,0.0175,0.4425,4.6584,1.5535,11.9354
3620,NODE_3621_length_1635_cov_3.981013,1635,1.3343,0.4835,0.2613,0.0795,0.3212,1.0727,0.6667,0.6545,0.0808,0.369,1.998,0.6451,9.3791
3635,NODE_3636_length_1631_cov_7.262056,1631,1.4752,0.3673,0.1526,0.287,0.1877,0.1594,0.2431,0.5726,0.0257,0.6786,0.8879,0.7522,13.3889
3647,NODE_3648_length_1628_cov_3.407502,1628,1.3,0.4323,0.3938,0.1556,0.2842,0.3599,0.6353,0.5284,0.2828,1.157,2.5271,0.9452,7.8978
3695,NODE_3696_length_1612_cov_5.315992,1612,1.353,0.7421,0.2736,0.2134,0.6662,0.0923,0.5212,0.3981,0.104,0.459,1.5643,0.6525,10.5492
3699,NODE_3700_length_1611_cov_4.483290,1611,1.4386,0.5667,0.2437,0.3799,0.4627,0.2628,1.0294,0.6626,0.052,0.9535,2.5175,1.0089,9.1232
3701,NODE_3702_length_1610_cov_6.499678,1610,1.7267,0.2925,0.2616,0.1096,0.6233,0.4945,0.75,1.261,0.4164,0.7301,0.9233,1.5795,13.2788
3741,NODE_3742_length_1601_cov_5.161708,1601,1.6545,0.3708,0.1978,0.3136,0.532,0.0551,0.6492,0.6127,0.2095,0.5086,4.5465,1.4121,10.4466
3746,NODE_3747_length_1600_cov_4.717799,1600,1.3679,0.2166,0.0786,0.3283,0.1931,0.2407,0.1876,0.5048,0.5766,0.4924,1.7055,0.7372,11.1538
3781,NODE_3782_length_1592_cov_3.905660,1592,1.3378,0.5104,0.3176,1.8121,0.4092,0.1373,0.3454,0.5569,0.0132,0.4355,2.6227,0.6193,8.2746
3788,NODE_3789_length_1590_cov_4.173941,1590,1.4379,0.3778,0.5403,0.0771,0.7514,0.1667,0.6549,0.8111,0.1347,0.7667,2.434,2.0361,8.5042
3806,NODE_3807_length_1586_cov_6.474200,1586,1.7368,0.2981,0.351,0.0279,0.3231,0.4011,0.429,0.3412,0.4763,0.7591,3.4157,1.0014,13.0181
3819,NODE_3820_length_1583_cov_4.360602,1583,1.4573,0.4522,0.1103,1.0049,0.2261,0.134,0.79,0.8262,0.1061,0.6671,1.8248,1.3147,10.0314
3832,NODE_3833_length_1579_cov_5.363517,1579,1.4698,0.4031,0.2141,0.3667,0.3898,0.1889,0.4941,0.5486,0.0,0.9139,2.091,0.9769,11.0504
3833,NODE_3834_length_1579_cov_4.889764,1579,1.6512,0.3499,0.1624,0.6263,0.6123,0.133,1.0154,0.6711,0.0532,0.6872,2.8397,1.5052,11.1582
3851,NODE_3852_length_1576_cov_3.889546,1576,1.3652,0.2216,0.5119,0.439,0.8696,0.9264,0.5505,0.3626,0.3254,0.878,2.1907,0.9439,8.1627
3872,NODE_3873_length_1570_cov_5.790099,1570,1.4214,0.3944,0.2317,0.0282,0.538,0.2415,0.3873,1.0049,0.138,0.7859,2.2331,0.9669,10.107
3873,NODE_3874_length_1570_cov_5.624422,1570,1.4296,0.4176,0.1648,0.4761,0.15,0.3493,0.3958,0.3901,0.9824,0.1782,1.3486,0.488,11.8141
3882,NODE_3883_length_1568_cov_5.859220,1568,1.2687,0.3554,0.1904,0.3667,0.5599,0.3004,0.421,0.464,0.0,0.6827,0.3681,0.457,11.0585
3895,NODE_3896_length_1565_cov_4.877483,1565,1.7762,0.5767,0.3364,0.6488,0.371,0.0806,0.7569,0.7887,3.5442,0.4495,3.0191,1.8947,8.8481
3939,NODE_3940_length_1554_cov_5.241494,1554,1.4218,0.7208,0.2892,0.6147,0.4188,0.0541,0.49,0.4245,0.1353,0.5548,1.4651,1.3006,10.5933
3943,NODE_3944_length_1552_cov_6.102872,1552,1.8349,0.4579,0.2111,0.2853,0.4864,0.0842,1.0656,0.3966,0.1084,0.6091,3.8588,1.97,12.485
3944,NODE_3945_length_1552_cov_6.059452,1552,1.5345,0.7019,0.2496,0.1427,0.4536,1.0357,0.4066,0.4251,0.4437,0.9058,1.6933,0.5949,11.3616
3954,NODE_3955_length_1550_cov_5.027425,1550,1.3529,0.4443,0.2486,0.2286,0.555,0.2471,0.7293,0.9014,0.4086,0.4321,1.0907,1.1479,9.8014
3993,NODE_3994_length_1543_cov_4.548387,1543,1.2946,0.4034,0.0546,0.448,0.4652,0.1464,0.5958,0.2513,0.0546,0.6418,2.0215,0.5018,9.9505
3998,NODE_3999_length_1542_cov_3.711500,1542,1.1631,0.4986,0.2184,0.4856,0.3175,0.2773,0.4648,0.4088,0.6006,0.5963,1.9296,1.3851,6.7751
4018,NODE_4019_length_1537_cov_6.066802,1537,1.8381,0.31,0.2235,1.571,0.4859,0.0822,0.6554,0.6063,0.1846,0.6806,2.5775,1.6027,13.0771
4128,NODE_4129_length_1512_cov_6.005491,1512,1.9247,1.3142,0.1968,1.9435,0.7731,0.1395,0.6814,0.4846,0.4332,0.7996,1.7394,2.3554,12.2364
4135,NODE_4136_length_1511_cov_3.650412,1511,1.1465,0.2557,0.4276,0.3439,0.6738,0.2836,0.4614,0.4489,0.2263,0.2498,0.4225,0.6958,9.2682
4149,NODE_4150_length_1506_cov_5.471399,1506,1.6246,1.0317,0.4425,0.4624,0.5708,0.1195,0.6062,0.6121,0.0295,1.2876,2.7861,0.9211,10.6261
4155,NODE_4156_length_1505_cov_6.923448,1505,1.4022,0.0561,0.2908,0.0561,0.1742,0.2037,0.1978,0.2613,0.0841,0.9159,1.5129,0.6376,12.4362
